switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s16,6,9,726,0,0,41,5174,0,0
s16,4,0,0,0,0,11,866,0,0
s16,1,86,11208,8,0,84,10934,0,0
s16,5,70,9076,0,0,70,9076,0,0
s16,2,78,10112,4,0,80,10386,0,0
s16,3,72,9352,0,0,72,9352,0,0
