switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s22,4,1,28,0,0,11,866,0,0
s22,1,102,13328,4,0,101,13286,0,0
s22,5,16,1328,0,0,64,7952,0,0
s22,2,96,12500,0,0,96,12500,0,0
s22,3,101,12990,0,0,102,13032,0,0
