snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
4,s0cl0,1767117082.817993000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117082.818052000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117085.919046000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117085.919094000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117089.018109000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117089.018168000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117092.118130000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117092.118231000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117095.218989000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117095.219067000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117098.318684000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117098.318784000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117101.418419000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117101.418490000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117104.518555000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117104.518600000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117107.618761000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117107.618823000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117110.718519000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117110.718562000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117113.818468000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117113.818527000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117116.918034000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117116.918088000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117120.019059000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117120.019218000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117123.119023000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117123.119069000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117126.218313000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117126.218379000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117129.318987000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117129.319034000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117132.417913000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117132.417972000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117135.518590000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117135.518647000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117138.619174000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117138.619227000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117141.718406000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117141.718452000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117144.818665000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117144.818867000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117147.918788000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117147.918856000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117151.018857000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117151.018906000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117154.119126000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117154.119200000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117157.218686000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117157.218796000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117160.319120000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117160.319187000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117163.306813000,70,,,fe80::747a:74ff:feb1:f1,ff02::2,ICMPv6,,,,,,,133,0
4,s0cl0,1767117163.419052000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117163.419098000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117166.518913000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117166.518961000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117169.618509000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117169.618556000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117172.718083000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117172.718148000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117175.818828000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117175.818874000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117178.918958000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117178.919016000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117179.690829000,70,,,fe80::c464:9fff:fe95:aabd,ff02::2,ICMPv6,,,,,,,133,0
4,s0cl0,1767117182.018686000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117182.018779000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117185.119138000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117185.119200000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117188.218683000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117188.218804000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117191.318272000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117191.318319000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117194.417951000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117194.417998000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117197.518306000,137,,,,,LLDP,,,,,,,,
4,s0cl0,1767117197.518365000,137,,,,,LLDP,,,,,,,,
4,s0cl1,1767117082.818096000,137,,,,,LLDP,,,,,,,,
4,s0cl1,1767117082.818140000,137,,,,,LLDP,,,,,,,,
4,s0cl1,1767117085.919138000,137,,,,,LLDP,,,,,,,,
4,s0cl1,1767117085.919210000,137,,,,,LLDP,,,,,,,,
4,s0cl1,1767117089.018238000,137,,,,,LLDP,,,,,,,,
4,s0cl1,1767117089.018283000,137,,,,,LLDP,,,,,,,,
