switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s18,4,0,0,0,0,14,1076,0,0
s18,1,1344,183286,4,0,1344,183286,0,0
s18,5,15,1146,0,0,1302,180108,0,0
s18,2,1340,182738,4,0,1341,182808,0,0
s18,3,1330,182684,0,0,1331,182754,0,0
