switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s16,13,18,1272,0,0,840,88388,0,0
s16,11,18,1272,0,0,842,88668,0,0
s16,10,17,1230,0,0,842,88668,0,0
s16,8,289,8156,0,0,14,1076,0,0
s16,9,540,44800,0,0,2817,100269907,0,0
s16,5,738,90272,0,0,12956,628017587,0,0
s16,12,18,1272,0,0,840,88388,0,0
s16,14,18,1272,0,0,838,88108,0,0
s16,1,668,88070,4,0,901,97836,0,0
s16,4,29428,1451538257,0,0,5332,463359,0,0
s16,6,556,45823,0,0,2915,105980539,0,0
s16,7,531,44174,0,0,2852,102325622,0,0
s16,2,3094,282932,4,0,9325,410836143,0,0
s16,3,635,86074,0,0,908,97604,0,0
