switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s16,13,552,45595,0,0,3402,99091343,0,0
s16,11,557,45914,0,0,3293,100278727,0,0
s16,10,453,39100,0,0,3205,103468893,0,0
s16,8,369,10396,0,0,14,1076,0,0
s16,9,1068,88713,0,0,5253,199752469,0,0
s16,5,1056,130536,0,0,16039,727429945,0,0
s16,12,620,50021,0,0,3221,96903596,0,0
s16,14,395,35374,0,0,3005,99906376,0,0
s16,1,963,127250,4,0,1249,139080,0,0
s16,4,50946,2454725002,0,0,10294,891194,0,0
s16,6,1149,93996,0,0,5460,205792091,0,0
s16,7,1094,90367,0,0,5359,203213397,0,0
s16,2,11248,304402327,4,0,17475,720475679,0,0
s16,3,916,124784,0,0,1269,139674,0,0
