switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s5,11,565,46484,0,0,3674,93902415,0,0
s5,10,1075,89186,0,0,5570,183624508,0,0
s5,8,483,13580,0,0,14,1076,0,0
s5,9,1123,92390,0,0,5560,194558729,0,0
s5,5,1677,183054,0,0,2867,279775,0,0
s5,1,7516,302772687,0,0,3238,312753,0,0
s5,4,1626,180944,0,0,1251,165404,0,0
s5,6,15230,670746656,0,0,4436,410626,0,0
s5,7,1675,137839,0,0,7790,297945349,0,0
s5,2,3676,91482096,0,0,2235,227966,0,0
s5,3,1211,163668,0,0,1665,182764,0,0
