snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
3,s0ds0,1767644238.193593000,74,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0002,0,,,,
3,s0ds0,1767644238.193687000,74,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0012,0,,,,
3,s0ds0,1767644238.346551000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.348111000,372,192.168.0.106,192.168.0.1,,,HTTP/JSON,40832,80,0x0018,0,,,,
3,s0ds0,1767644238.348132000,66,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0010,0,,,,
3,s0ds0,1767644238.348656000,289,192.168.0.1,192.168.0.106,,,HTTP/JSON,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.348771000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.350266000,251,192.168.0.106,192.168.0.1,,,HTTP,40832,80,0x0018,0,,,,
3,s0ds0,1767644238.354165000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354232000,1266,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354307000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354349000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354367000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354388000,1514,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0010,0,,,,
3,s0ds0,1767644238.354523000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.354540000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354551000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354586000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354590000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354618000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354621000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354646000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354649000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354674000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.354677000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355232000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.355249000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355254000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355287000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355290000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355311000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355315000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355336000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355340000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355366000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355369000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355395000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355397000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355449000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355454000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355481000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355485000,2194,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355795000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.355812000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355822000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355854000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355857000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355882000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355885000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.355986000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.356003000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356006000,834,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0010,0,,,,
3,s0ds0,1767644238.356008000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356048000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356052000,1746,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356141000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.356155000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356159000,2674,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356251000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.356593000,66,192.168.0.106,192.168.0.1,,,TCP,40832,80,0x0010,0,,,,
3,s0ds0,1767644238.356605000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356608000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356640000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356644000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356668000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
3,s0ds0,1767644238.356671000,2962,192.168.0.1,192.168.0.106,,,TCP,80,40832,0x0018,0,,,,
