switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s2,6,9,726,0,0,43,5384,0,0
s2,4,0,0,0,0,11,866,0,0
s2,1,74,9564,0,0,76,9838,0,0
s2,5,53,6754,4,0,54,6824,0,0
s2,2,74,9564,0,0,76,9838,0,0
s2,3,74,9564,0,0,74,9564,0,0
