switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s15,4,1,28,0,0,11,866,0,0
s15,1,104,13604,4,0,103,13562,0,0
s15,2,103,13470,0,0,101,13168,0,0
s15,3,102,13238,0,0,102,13238,0,0
