switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s5,5,114,14882,0,0,112,14608,0,0
s5,1,113,14738,0,0,114,14780,0,0
s5,4,114,14882,0,0,114,14882,0,0
s5,6,114,14882,0,0,112,14608,0,0
s5,7,10,796,0,0,81,10428,0,0
s5,2,114,14780,0,0,113,14738,0,0
s5,3,114,14882,0,0,114,14882,0,0
