switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s25,8,1,28,0,0,11,866,0,0
s25,5,102,13032,4,0,101,12990,0,0
s25,1,114,14882,4,0,114,14882,0,0
s25,4,100,13052,4,0,100,13052,0,0
s25,6,91,11798,0,0,91,11798,0,0
s25,7,96,12368,0,0,96,12368,0,0
s25,2,110,14334,4,0,108,14060,0,0
s25,3,100,13052,4,0,102,13328,0,0
