snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
4,s0ds0,1767644676.347971000,74,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0002,0,,,,
4,s0ds0,1767644676.348032000,74,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0012,0,,,,
4,s0ds0,1767644676.356270000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.359552000,372,192.168.0.18,192.168.0.1,,,HTTP/JSON,53324,80,0x0018,0,,,,
4,s0ds0,1767644676.359591000,66,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0010,0,,,,
4,s0ds0,1767644676.360129000,288,192.168.0.1,192.168.0.18,,,HTTP/JSON,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.360199000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.360723000,251,192.168.0.18,192.168.0.1,,,HTTP,53324,80,0x0018,0,,,,
4,s0ds0,1767644676.364810000,2962,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.364881000,1266,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.364933000,2962,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.364966000,2962,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.364984000,2962,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.365006000,1514,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0010,0,,,,
4,s0ds0,1767644676.367349000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.367369000,7306,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367380000,7306,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367438000,7306,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367442000,7306,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367757000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.367771000,2962,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367776000,18890,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367777000,13098,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.367912000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.368367000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.368607000,31922,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.368685000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.369094000,31922,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.369166000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.369239000,31922,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.369298000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.369307000,31922,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.369360000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.369368000,29026,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.369417000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.369438000,2962,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.369472000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.369479000,31922,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.369552000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.370306000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.370442000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.370476000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.370522000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.370554000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.370601000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.370635000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.370772000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.371084000,23234,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.371156000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.371233000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.371301000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.371308000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.371356000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.371364000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.371476000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.371484000,1803,192.168.0.1,192.168.0.18,,,HTTP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.371505000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.379578000,253,192.168.0.18,192.168.0.1,,,HTTP,53324,80,0x0018,0,,,,
4,s0ds0,1767644676.426729000,66,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0010,0,,,,
4,s0ds0,1767644676.439777000,4162,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.439889000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.440327000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.440393000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.440783000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.440891000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.440929000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441020000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441141000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441213000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441289000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441358000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441504000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441573000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441688000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441815000,49298,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.441933000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.442034000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.442164000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.442239000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443790000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.443816000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443820000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443822000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443824000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443826000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443828000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443830000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443831000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443833000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443835000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443837000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443839000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443841000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443842000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443844000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.443846000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.444761000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.444765000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.444770000,7986,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.444995000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.445013000,57306,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445025000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445027000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445029000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445030000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445032000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445034000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445036000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445037000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.445041000,2154,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446201000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.446219000,63138,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446222000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446224000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446225000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446229000,28618,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446583000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.446597000,36674,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446600000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446602000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446954000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.446969000,55386,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.446974000,64426,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.447189000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.447331000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
4,s0ds0,1767644676.447342000,866,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.447345000,65226,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.447349000,60442,192.168.0.1,192.168.0.18,,,TCP,80,53324,0x0018,0,,,,
4,s0ds0,1767644676.450476000,66,192.168.0.18,192.168.0.1,,,TCP,53324,80,0x0010,0,,,,
