snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
2,s0cl0,1767116825.519487000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116825.519538000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116828.619032000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116828.619080000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116831.718276000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116831.718325000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116834.819139000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116834.819185000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116837.918834000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116837.918917000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116841.018581000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116841.018626000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116844.118810000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116844.118855000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116847.218134000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116847.218180000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116850.318783000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116850.318865000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116853.419131000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116853.419236000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116856.518395000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116856.518447000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116859.618872000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116859.618928000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116862.718520000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116862.718564000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116865.818597000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116865.818652000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116868.918908000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116868.918976000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116872.018540000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116872.018597000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116875.118756000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116875.118832000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116878.218635000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116878.219034000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116881.318532000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116881.318580000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116884.418574000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116884.418622000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116887.519721000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116887.519771000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116890.618579000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116890.618637000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116893.718053000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116893.718096000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116896.818458000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116896.818502000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116899.918320000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116899.918402000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116903.018324000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116903.018446000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116906.118621000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116906.118670000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116907.306800000,70,,,fe80::747a:74ff:feb1:f1,ff02::2,ICMPv6,,,,,,,133,0
2,s0cl0,1767116909.218583000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116909.218626000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116912.318695000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116912.318773000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116913.450832000,70,,,fe80::c464:9fff:fe95:aabd,ff02::2,ICMPv6,,,,,,,133,0
2,s0cl0,1767116915.423723000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116915.423782000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116918.518257000,137,,,,,LLDP,,,,,,,,
2,s0cl0,1767116918.518304000,137,,,,,LLDP,,,,,,,,
