switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s17,13,441,38265,0,0,2996,93094973,0,0
s17,11,594,48393,0,0,3215,96165784,0,0
s17,10,604,49037,0,0,3222,100309615,0,0
s17,8,367,10308,0,0,14,1076,0,0
s17,9,488,41357,0,0,3184,99222732,0,0
s17,5,1269,139066,4,0,1269,139066,0,0
s17,12,585,47773,0,0,3140,98545102,0,0
s17,1,7310,297649923,0,0,1273,138726,0,0
s17,4,9069,386145878,4,0,3206,303327,0,0
s17,6,1267,138790,4,0,1265,138514,0,0
s17,7,480,40802,0,0,3134,98039553,0,0
s17,2,1272,139544,0,0,1275,139702,0,0
s17,3,1242,138124,0,0,2692,268473,0,0
