switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s12,13,1375,117963,0,0,6610,300501404,0,0
s12,11,1357,116743,0,0,6773,308813126,0,0
s12,10,1910,162420,0,0,9179,414727994,0,0
s12,8,625,18343,0,0,13,1006,0,0
s12,9,882,76101,0,0,5122,201905559,0,0
s12,5,27942,824477036,0,0,66203,3239779615,0,0
s12,12,943,80173,0,0,4876,204133422,0,0
s12,14,1019,85206,0,0,4978,203904943,0,0
s12,1,2174,183171,4,0,5183,202817844,0,0
s12,4,103499,5123310663,0,0,25443,2142685,0,0
s12,6,2274,188450,8,0,17812,806038421,0,0
s12,7,6239,524153,4,0,17696,817464587,0,0
s12,2,11740,989704,4,0,27178,1322438086,0,0
s12,3,51352,2556856920,0,0,19602,279037243,0,0
