snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
4,s0ds0,1767119625.319404000,74,192.168.0.15,192.168.0.1,,,TCP,55966,80,0x0002,0,,,,
4,s0ds0,1767119625.319498000,74,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0012,0,,,,
4,s0ds0,1767119625.331278000,66,192.168.0.15,192.168.0.1,,,TCP,55966,80,0x0010,0,,,,
4,s0ds0,1767119625.332430000,372,192.168.0.15,192.168.0.1,,,HTTP/JSON,55966,80,0x0018,0,,,,
4,s0ds0,1767119625.332501000,66,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0010,0,,,,
4,s0ds0,1767119625.333040000,288,192.168.0.1,192.168.0.15,,,HTTP/JSON,80,55966,0x0018,0,,,,
4,s0ds0,1767119625.333093000,66,192.168.0.15,192.168.0.1,,,TCP,55966,80,0x0010,0,,,,
4,s0ds0,1767119625.333547000,251,192.168.0.15,192.168.0.1,,,HTTP,55966,80,0x0018,0,,,,
4,s0ds0,1767119625.338511000,66,192.168.0.15,192.168.0.1,,,TCP,55966,80,0x0010,0,,,,
4,s0ds0,1767119625.338744000,2962,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0018,0,,,,
4,s0ds0,1767119625.338845000,1266,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0018,0,,,,
4,s0ds0,1767119625.338919000,2962,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0018,0,,,,
4,s0ds0,1767119625.338955000,2962,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0018,0,,,,
4,s0ds0,1767119625.338978000,2962,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0018,0,,,,
4,s0ds0,1767119625.338996000,1514,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0010,0,,,,
4,s0ds0,1767119625.339724000,66,192.168.0.15,192.168.0.1,,,TCP,55966,80,0x0010,0,,,,
4,s0ds0,1767119625.339742000,5858,192.168.0.1,192.168.0.15,,,TCP,80,55966,0x0018,0,,,,
