switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s7,6,9,726,0,0,49,6206,0,0
s7,4,0,0,0,0,11,866,0,0
s7,1,80,10316,0,0,80,10316,0,0
s7,5,70,9016,4,0,70,9016,0,0
s7,2,80,10386,0,0,80,10386,0,0
s7,3,80,10386,0,0,80,10386,0,0
