switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s12,13,1086,89925,0,0,4792,206648565,0,0
s12,11,992,83701,0,0,4826,202935935,0,0
s12,10,958,81451,0,0,4752,209087737,0,0
s12,8,286,8040,0,0,13,1006,0,0
s12,9,1043,87050,0,0,5126,211884568,0,0
s12,5,2835,260209,0,0,13098,623436629,0,0
s12,12,1012,85028,0,0,4851,206019651,0,0
s12,14,935,79998,0,0,4540,204215054,0,0
s12,1,1436,141324,4,0,921,98264,0,0
s12,4,26886,1351636294,0,0,7274,626313,0,0
s12,6,17819,628417899,4,0,8668,423555574,0,0
s12,7,1494,144399,4,0,8652,413569359,0,0
s12,2,3706,327834,4,0,22750,944945710,0,0
s12,3,37200,1876247708,0,0,9092,782574,0,0
