switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s15,4,27,756,0,0,11,866,0,0
s15,1,91,9382,4,0,91,9382,0,0
s15,2,88,9012,0,0,63,7962,0,0
s15,3,91,9194,0,0,90,9152,0,0
