frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1764691410.734676000","74","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0002","0",,,,
"1764691410.734766000","74","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0012","0",,,,
"1764691410.737924000","66","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0010","0",,,,
"1764691410.738450000","372","192.168.0.2","192.168.0.1",,,"HTTP/JSON","37202","80","0x0018","0",,,,
"1764691410.738480000","66","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0010","0",,,,
"1764691410.738880000","287","192.168.0.1","192.168.0.2",,,"HTTP/JSON","80","37202","0x0018","0",,,,
"1764691410.740004000","66","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0010","0",,,,
"1764691410.740535000","251","192.168.0.2","192.168.0.1",,,"HTTP","37202","80","0x0018","0",,,,
"1764691410.743995000","4162","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744096000","7306","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744124000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744225000","66","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0010","0",,,,
"1764691410.744250000","8754","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744585000","66","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0010","0",,,,
"1764691410.744609000","18890","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744630000","4410","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744636000","14546","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744941000","66","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0010","0",,,,
"1764691410.744955000","17442","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.744979000","17234","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
"1764691410.745130000","66","192.168.0.2","192.168.0.1",,,"TCP","37202","80","0x0010","0",,,,
"1764691410.745170000","7250","192.168.0.1","192.168.0.2",,,"TCP","80","37202","0x0018","0",,,,
