switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s22,4,0,0,0,0,11,866,0,0
s22,1,72,9352,4,0,72,9352,0,0
s22,5,8,656,0,0,28,3416,0,0
s22,2,66,8524,0,0,66,8524,0,0
s22,3,66,8524,0,0,66,8524,0,0
