switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s8,6,9,726,0,0,37,4562,0,0
s8,4,0,0,0,0,11,866,0,0
s8,1,72,9228,4,0,72,9228,0,0
s8,5,62,7920,4,0,64,8194,0,0
s8,2,66,8468,0,0,68,8742,0,0
s8,3,66,8468,0,0,68,8742,0,0
