1,4,16,64,256
122048.0,94456.0,153804.0,401400.0,1685256.0
110976.0,136420.0,154004.0,388460.0,1430340.0
122340.0,139820.0,196796.0,466236.0,1449124.0
120872.0,131108.0,188252.0,350320.0,1423816.0
128292.0,152804.0,195996.0,464956.0,1453288.0
124132.0,154548.0,209020.0,245292.0,1525000.0
146112.0,129584.0,207012.0,455328.0,1423956.0
138196.0,140480.0,200188.0,240240.0,1528852.0
125788.0,143740.0,200100.0,431296.0,1444276.0
142660.0,146256.0,203164.0,221176.0,1512192.0
129340.0,149360.0,213320.0,449256.0,1473484.0
122476.0,134300.0,206344.0,212944.0,1506732.0
122580.0,137836.0,206392.0,446252.0,1432772.0
121744.0,132540.0,208484.0,234444.0,1525268.0
114260.0,124476.0,221204.0,441496.0,1462420.0
133364.0,142916.0,206672.0,240900.0,1505356.0
130944.0,143128.0,205444.0,441064.0,1450904.0
123148.0,141724.0,198188.0,211512.0,1502732.0
113128.0,159932.0,213792.0,434456.0,1467724.0
117516.0,133784.0,190756.0,242176.0,1523872.0
121560.0,123080.0,224384.0,441304.0,1479240.0
128652.0,133844.0,197308.0,234268.0,1510560.0
123652.0,140296.0,185160.0,438988.0,1434844.0
123544.0,148880.0,196424.0,214988.0,1514556.0
120280.0,144592.0,218224.0,436596.0,1462860.0
135856.0,145412.0,206888.0,198792.0,1511600.0
128448.0,141316.0,229412.0,430672.0,1476792.0
109124.0,150584.0,214664.0,212656.0,1531488.0
120776.0,152132.0,208800.0,444136.0,1457576.0
130468.0,132896.0,190704.0,154616.0,1555888.0
