switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s10,5,56,7144,4,0,58,7420,0,0
s10,1,72,9290,4,0,72,9290,0,0
s10,4,64,8248,0,0,64,8248,0,0
s10,6,49,6246,4,0,51,6522,0,0
s10,7,9,726,0,0,35,4340,0,0
s10,2,70,9016,4,0,70,9016,0,0
s10,3,64,8194,0,0,64,8194,0,0
