snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
3,s0cl0,1767116955.718910000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116955.718958000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116958.818269000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116958.818337000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116961.919168000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116961.919388000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116965.019283000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116965.019360000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116968.119047000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116968.119096000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116971.218856000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116971.218909000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116974.318594000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116974.318645000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116977.419002000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116977.419090000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116980.518758000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116980.518804000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116983.618328000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116983.618405000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116986.718933000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116986.718999000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116989.818689000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116989.818863000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116992.917984000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116992.918042000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116996.019227000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116996.019287000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116999.118063000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767116999.118108000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117002.218079000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117002.218388000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117005.318779000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117005.318861000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117008.419003000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117008.419081000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117011.518462000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117011.518545000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117014.619756000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117014.619827000,137,,,,,LLDP,,,,,,,,
3,s0cl0,1767117017.719058000,137,,,,,LLDP,,,,,,,,
