switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s16,6,8,656,0,0,28,3436,0,0
s16,4,0,0,0,0,10,796,0,0
s16,1,72,9290,8,0,72,9290,0,0
s16,5,56,7144,0,0,57,7350,0,0
s16,2,66,8468,4,0,68,8742,0,0
s16,3,58,7420,0,0,60,7696,0,0
