switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s16,13,1093,90399,0,0,5684,190245229,0,0
s16,11,1098,90658,0,0,5771,194408831,0,0
s16,10,1131,92911,0,0,5774,197378051,0,0
s16,8,485,13644,0,0,14,1076,0,0
s16,9,1604,133170,0,0,7658,294724413,0,0
s16,5,1367,169902,0,0,20735,829456387,0,0
s16,12,1119,92069,0,0,5650,194539428,0,0
s16,14,1010,85047,0,0,5532,197508491,0,0
s16,1,1251,165404,4,0,1626,180944,0,0
s16,4,64205,3051022924,0,0,13543,1168780,0,0
s16,6,1716,140464,0,0,7949,303098644,0,0
s16,7,1644,135717,0,0,8056,301333147,0,0
s16,2,22463,775748437,4,0,20647,822221500,0,0
s16,3,1195,162806,0,0,1654,182148,0,0
