switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s10,5,481,62766,4,0,478,62448,0,0
s10,1,493,64106,4,0,492,64064,0,0
s10,4,483,63370,0,0,458,62320,0,0
s10,6,472,61756,4,0,470,61480,0,0
s10,7,16,1188,0,0,458,60104,0,0
s10,2,490,63790,4,0,490,63790,0,0
s10,3,484,62968,0,0,484,62968,0,0
