switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s7,6,9,726,0,0,37,4562,0,0
s7,4,0,0,0,0,11,866,0,0
s7,1,68,8684,0,0,68,8684,0,0
s7,5,56,7098,4,0,58,7372,0,0
s7,2,68,8742,0,0,68,8742,0,0
s7,3,68,8742,0,0,68,8742,0,0
