frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1764691774.840168000","74","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0002","0",,,,
"1764691774.840220000","74","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0012","0",,,,
"1764691774.842609000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.843184000","372","192.168.0.2","192.168.0.1",,,"HTTP/JSON","52096","80","0x0018","0",,,,
"1764691774.843212000","66","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0010","0",,,,
"1764691774.843666000","287","192.168.0.1","192.168.0.2",,,"HTTP/JSON","80","52096","0x0018","0",,,,
"1764691774.844922000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.845604000","251","192.168.0.2","192.168.0.1",,,"HTTP","52096","80","0x0018","0",,,,
"1764691774.848804000","4162","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.848916000","7306","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.848941000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.848973000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.849002000","8754","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849171000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.849187000","18890","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849201000","4410","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849205000","14546","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849522000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.849546000","17442","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849560000","17234","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849702000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.849728000","7250","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.849881000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.849896000","7570","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850117000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.850132000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850135000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850515000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.850534000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850546000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850550000","29026","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850793000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.850808000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850811000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.850815000","29026","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.851033000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.851045000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.851048000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.851311000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
"1764691774.851330000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.851333000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","52096","0x0018","0",,,,
"1764691774.851597000","66","192.168.0.2","192.168.0.1",,,"TCP","52096","80","0x0010","0",,,,
