switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s17,5,96,12500,4,0,96,12500,0,0
s17,1,102,13238,0,0,100,12964,0,0
s17,4,98,12776,4,0,96,12664,0,0
s17,6,94,12224,4,0,94,12224,0,0
s17,7,10,796,0,0,71,9178,0,0
s17,2,100,13052,0,0,100,13052,0,0
s17,3,100,13052,0,0,100,13052,0,0
