switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s9,5,870,115878,4,0,845,114828,0,0
s9,1,875,115634,0,0,875,115634,0,0
s9,4,879,116558,0,0,877,116474,0,0
s9,6,871,115786,4,0,872,115828,0,0
s9,7,17,1258,0,0,847,112498,0,0
s9,2,875,115634,0,0,875,115634,0,0
s9,3,875,116468,0,0,875,116468,0,0
