frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1764688935.751271000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688935.751348000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688935.760734000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688935.760777000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688935.927662000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688935.927705000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688936.124195000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688936.124211000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688936.326841000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688936.326855000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688936.530844000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688936.530866000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688936.734837000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688936.734851000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688936.938909000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688936.938952000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688937.142840000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688937.142854000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688937.346861000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688937.346882000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688937.550847000","98","192.168.0.2","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688937.550863000","98","192.168.0.1","192.168.0.2",,,"ICMP",,,,,"0","0",,
"1764688937.711394000","98","192.168.0.3","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688937.711454000","98","192.168.0.1","192.168.0.3",,,"ICMP",,,,,"0","0",,
"1764688937.897276000","98","192.168.0.3","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688937.897311000","98","192.168.0.1","192.168.0.3",,,"ICMP",,,,,"0","0",,
"1764688938.098823000","98","192.168.0.3","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688938.098839000","98","192.168.0.1","192.168.0.3",,,"ICMP",,,,,"0","0",,
"1764688938.302861000","98","192.168.0.3","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688938.302877000","98","192.168.0.1","192.168.0.3",,,"ICMP",,,,,"0","0",,
"1764688938.506876000","98","192.168.0.3","192.168.0.1",,,"ICMP",,,,,"8","0",,
"1764688938.506900000","98","192.168.0.1","192.168.0.3",,,"ICMP",,,,,"0","0",,
"1764688938.710841000","98","192.168.0.3","192.168.0.1",,,"ICMP",,,,,"8","0",,
