frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1765235662.567310000","74","192.168.0.2","192.168.0.47",,,"TCP","80","40788","0x0012","0",,,,
"1765235662.567696000","74","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0002","1",,,,
"1765235663.146738000","74","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0002","1",,,,
"1765235663.565234000","74","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0012","1",,,,
"1765235663.565310000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235663.566676000","372","192.168.0.44","192.168.0.4",,,"HTTP/JSON","49560","80","0x0018","1",,,,
"1765235663.589229000","66","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0010","1",,,,
"1765235663.597809000","74","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0012","1",,,,
"1765235663.597833000","78","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235663.597910000","288","192.168.0.4","192.168.0.44",,,"HTTP/JSON","80","49560","0x0018","1",,,,
"1765235663.597923000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235663.599940000","251","192.168.0.44","192.168.0.4",,,"HTTP","49560","80","0x0018","1",,,,
"1765235663.654848000","66","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0010","1",,,,
"1765235664.097031000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097088000","1266","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097172000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.097590000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097629000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097652000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097669000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097687000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.097744000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.098049000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098063000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.098098000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098117000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098135000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098153000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098170000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098191000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098209000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098229000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098251000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098300000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.098558000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098572000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.098603000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098621000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098637000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098653000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098673000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098687000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098729000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098750000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098764000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098785000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098804000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.098857000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099210000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099223000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099264000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099276000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099299000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099310000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099331000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099338000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099357000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099363000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099385000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099393000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099415000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099423000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099446000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099453000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099473000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099482000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099502000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099513000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099534000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099541000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099560000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.099567000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.099995000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.100009000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
"1765235664.100061000","2962","192.168.0.4","192.168.0.44",,,"TCP","80","49560","0x0018","1",,,,
"1765235664.100073000","66","192.168.0.44","192.168.0.4",,,"TCP","49560","80","0x0010","1",,,,
