frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1765235660.832082000","74","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0002","0",,,,
"1765235660.832205000","74","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0012","0",,,,
"1765235660.858308000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.859485000","372","192.168.0.106","192.168.0.2",,,"HTTP/JSON","59206","80","0x0018","0",,,,
"1765235660.859522000","66","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0010","0",,,,
"1765235660.861704000","289","192.168.0.2","192.168.0.106",,,"HTTP/JSON","80","59206","0x0018","0",,,,
"1765235660.861793000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.863129000","251","192.168.0.106","192.168.0.2",,,"HTTP","59206","80","0x0018","0",,,,
"1765235660.869088000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.869155000","1266","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.869218000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.869254000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.869271000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.869291000","1514","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0010","0",,,,
"1765235660.870380000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.870399000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870410000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870443000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870446000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870471000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870474000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870498000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870502000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870524000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870528000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870946000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.870963000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870967000","5858","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.870970000","5858","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.871048000","5858","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.871053000","5858","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.871109000","5858","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.871112000","2962","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.871302000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.872023000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.874565000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.875293000","11650","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875348000","11650","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875379000","11650","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875405000","8754","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875444000","11650","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875482000","9170","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875757000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.875774000","21786","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875778000","10202","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875800000","21786","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875874000","10202","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875912000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.875926000","24682","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875978000","7306","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.875983000","24682","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.876068000","7306","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.876131000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.876152000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.876184000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.876233000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.876252000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.876267000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.876328000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.880222000","65226","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.880326000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.882211000","65226","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.882325000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.883105000","65226","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.883227000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.885156000","29026","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.885246000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.885384000","65226","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.885514000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.885523000","65226","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.885605000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.888367000","65226","192.168.0.2","192.168.0.106",,,"TCP","80","59206","0x0018","0",,,,
"1765235660.888463000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.888474000","60755","192.168.0.2","192.168.0.106",,,"HTTP","80","59206","0x0018","0",,,,
"1765235660.888521000","66","192.168.0.106","192.168.0.2",,,"TCP","59206","80","0x0010","0",,,,
"1765235660.900055000","253","192.168.0.106","192.168.0.2",,,"HTTP","59206","80","0x0018","0",,,,
