switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s22,4,0,0,0,0,10,796,0,0
s22,1,58,7420,4,0,58,7420,0,0
s22,5,7,586,0,0,13,1414,0,0
s22,2,51,6522,0,0,51,6522,0,0
s22,3,51,6522,0,0,51,6522,0,0
