switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s5,5,70,9016,0,0,70,9016,0,0
s5,1,72,9228,0,0,72,9228,0,0
s5,4,70,9016,0,0,72,9290,0,0
s5,6,70,9016,0,0,70,9016,0,0
s5,7,9,726,0,0,39,4836,0,0
s5,2,70,8956,0,0,72,9228,0,0
s5,3,70,9016,0,0,72,9290,0,0
