switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s17,13,17,1202,0,0,520,47840,0,0
s17,11,17,1202,0,0,522,48120,0,0
s17,10,17,1202,0,0,524,48400,0,0
s17,8,246,6920,0,0,13,1006,0,0
s17,9,17,1202,0,0,524,48136,0,0
s17,5,601,58566,4,0,600,58496,0,0
s17,12,17,1202,0,0,522,48120,0,0
s17,1,602,58428,0,0,605,58772,0,0
s17,4,638,60512,4,0,615,59546,0,0
s17,6,599,58290,4,0,596,57944,0,0
s17,7,17,1202,0,0,528,48692,0,0
s17,2,602,58768,0,0,606,59132,0,0
s17,3,581,57890,0,0,377,49290,0,0
