snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
1,s0ds0,1767118349.303241000,74,192.168.0.106,192.168.0.3,,,TCP,33178,80,0x0002,0,,,,
1,s0ds0,1767118349.359396000,74,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0002,1,,,,
1,s0ds0,1767118349.359456000,74,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0012,1,,,,
1,s0ds0,1767118349.360296000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
1,s0ds0,1767118349.360596000,372,192.168.0.16,192.168.0.1,,,HTTP/JSON,50032,80,0x0018,1,,,,
1,s0ds0,1767118349.360620000,66,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0010,1,,,,
1,s0ds0,1767118349.362923000,288,192.168.0.1,192.168.0.16,,,HTTP/JSON,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.362973000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
1,s0ds0,1767118349.366166000,251,192.168.0.16,192.168.0.1,,,HTTP,50032,80,0x0018,1,,,,
1,s0ds0,1767118349.370187000,4162,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.370373000,7306,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.370412000,2962,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.370659000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
1,s0ds0,1767118349.370677000,14546,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.370687000,14546,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.371073000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
1,s0ds0,1767118349.371088000,2962,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.371092000,29026,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.371094000,2962,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.371096000,10114,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.371256000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
1,s0ds0,1767118349.371269000,21874,192.168.0.1,192.168.0.16,,,TCP,80,50032,0x0018,1,,,,
1,s0ds0,1767118349.371377000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
1,s0ds0,1767118349.371713000,66,192.168.0.16,192.168.0.1,,,TCP,50032,80,0x0010,1,,,,
