switch,cookie,table,priority,duration_s,n_packets,n_bytes,match_raw,actions_raw,flow_raw
s1,0x1000073bbea93,0,5,123.721,0,0,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000073bbea93, duration=123.721s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
s1,0x100009f7337e1,0,40000,123.716,80,10960,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100009f7337e1, duration=123.716s, table=0, n_packets=80, n_bytes=10960, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
s1,0x10000ff33d63b,0,40000,123.710,0,0,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ff33d63b, duration=123.710s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
s1,0x100003e2986da,0,40000,123.710,80,10960,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100003e2986da, duration=123.710s, table=0, n_packets=80, n_bytes=10960, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
