switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s11,4,0,0,0,0,11,866,0,0
s11,1,80,10386,4,0,80,10386,0,0
s11,2,76,9838,0,0,76,9838,0,0
s11,3,76,9904,0,0,76,9904,0,0
