switch,cookie,table,priority,duration_s,n_packets,n_bytes,match_raw,actions_raw,flow_raw
s15,0x10000b74d2a1d,0,40000,122.117,0,0,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000b74d2a1d, duration=122.117s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
s15,0x10000ed6a9fad,0,40000,122.117,93,12772,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000ed6a9fad, duration=122.117s, table=0, n_packets=93, n_bytes=12772, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
s15,0x10000330c94ff,0,40000,122.117,93,12772,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000330c94ff, duration=122.117s, table=0, n_packets=93, n_bytes=12772, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
s15,0x10000fb7193b0,0,5,122.117,0,0,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000fb7193b0, duration=122.117s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
