switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s10,5,70,9076,4,0,70,9076,0,0
s10,1,84,10934,4,0,84,10934,0,0
s10,4,76,9904,0,0,76,9904,0,0
s10,6,64,8248,4,0,64,8248,0,0
s10,7,9,726,0,0,47,6008,0,0
s10,2,82,10660,4,0,82,10660,0,0
s10,3,76,9838,0,0,76,9838,0,0
