snapshot,switch,cookie,table,priority,duration_s,n_packets,n_bytes,match_raw,actions_raw,flow_raw
3,s5,0x100002dfd01e5,0,5,1407.481,26,2156,ip,"CONTROLLER:65535,clear_actions","cookie=0x100002dfd01e5, duration=1407.481s, table=0, n_packets=26, n_bytes=2156, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s8,0x10000ea3aff62,0,40000,1407.556,1674,70308,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ea3aff62, duration=1407.556s, table=0, n_packets=1674, n_bytes=70308, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s8,0x100007ce8bf2c,0,40000,1407.556,2239,306293,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100007ce8bf2c, duration=1407.556s, table=0, n_packets=2239, n_bytes=306293, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s8,0x10000d39fb05f,0,5,1407.556,84,7310,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000d39fb05f, duration=1407.556s, table=0, n_packets=84, n_bytes=7310, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s8,0x10000006b2aa5,0,40000,1407.556,2239,306293,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000006b2aa5, duration=1407.556s, table=0, n_packets=2239, n_bytes=306293, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s9,0x10000c29049a7,0,40000,1407.345,1647,69174,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000c29049a7, duration=1407.345s, table=0, n_packets=1647, n_bytes=69174, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s9,0x1000066df6ef2,0,40000,1407.345,2678,365990,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000066df6ef2, duration=1407.345s, table=0, n_packets=2678, n_bytes=365990, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s9,0x10000fbab0194,0,40000,1407.345,2678,365990,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000fbab0194, duration=1407.345s, table=0, n_packets=2678, n_bytes=365990, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s9,0x1000087ad4f44,0,5,1407.345,57,4458,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000087ad4f44, duration=1407.345s, table=0, n_packets=57, n_bytes=4458, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s10,0x10000ea9a9c0d,0,40000,1407.338,1614,67788,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ea9a9c0d, duration=1407.338s, table=0, n_packets=1614, n_bytes=67788, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s10,0x1000062ab2e50,0,5,1407.338,30,2364,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000062ab2e50, duration=1407.338s, table=0, n_packets=30, n_bytes=2364, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s10,0x1000096c9ea49,0,40000,1407.338,2674,367666,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000096c9ea49, duration=1407.338s, table=0, n_packets=2674, n_bytes=367666, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s10,0x1000071d7f7c1,0,40000,1407.338,2674,367666,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x1000071d7f7c1, duration=1407.338s, table=0, n_packets=2674, n_bytes=367666, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s11,0x10000819dbe1d,0,40000,1406.811,973,40866,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000819dbe1d, duration=1406.811s, table=0, n_packets=973, n_bytes=40866, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s11,0x100005e2652e6,0,40000,1406.812,1340,184026,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100005e2652e6, duration=1406.812s, table=0, n_packets=1340, n_bytes=184026, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s11,0x100004271e9d6,0,5,1406.812,26,2068,ip,"CONTROLLER:65535,clear_actions","cookie=0x100004271e9d6, duration=1406.812s, table=0, n_packets=26, n_bytes=2068, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s11,0x100002f817f8c,0,40000,1406.812,1340,184026,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100002f817f8c, duration=1406.812s, table=0, n_packets=1340, n_bytes=184026, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s13,0x10000230d0929,0,40000,1406.509,2240,307769,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000230d0929, duration=1406.509s, table=0, n_packets=2240, n_bytes=307769, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s13,0x10000b9d23128,0,5,1406.509,173,14834,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000b9d23128, duration=1406.509s, table=0, n_packets=173, n_bytes=14834, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s13,0x10000430fdb0f,0,40000,1406.509,2240,307769,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000430fdb0f, duration=1406.509s, table=0, n_packets=2240, n_bytes=307769, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s13,0x100000b9f898d,0,40000,1406.509,1804,75768,arp,"CONTROLLER:65535,clear_actions","cookie=0x100000b9f898d, duration=1406.509s, table=0, n_packets=1804, n_bytes=75768, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s12,0x100009bf099bc,0,40000,1406.780,1730,72660,arp,"CONTROLLER:65535,clear_actions","cookie=0x100009bf099bc, duration=1406.780s, table=0, n_packets=1730, n_bytes=72660, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s12,0x100001b84f6cb,0,40000,1406.780,3107,426980,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100001b84f6cb, duration=1406.780s, table=0, n_packets=3107, n_bytes=426980, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s12,0x1000025b67007,0,40000,1406.779,3107,426980,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000025b67007, duration=1406.779s, table=0, n_packets=3107, n_bytes=426980, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s12,0x10000a9b6dafd,0,5,1406.779,196,16228,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000a9b6dafd, duration=1406.779s, table=0, n_packets=196, n_bytes=16228, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s14,0x100008582d567,0,40000,1406.512,893,122782,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100008582d567, duration=1406.512s, table=0, n_packets=893, n_bytes=122782, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s14,0x10000142d4a9f,0,40000,1406.512,371,15582,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000142d4a9f, duration=1406.512s, table=0, n_packets=371, n_bytes=15582, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s14,0x10000e592a04d,0,5,1406.512,60,4824,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000e592a04d, duration=1406.512s, table=0, n_packets=60, n_bytes=4824, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s14,0x1000046528ec5,0,40000,1406.512,893,122782,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x1000046528ec5, duration=1406.512s, table=0, n_packets=893, n_bytes=122782, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s15,0x100008985ea43,0,40000,1406.508,1332,182927,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100008985ea43, duration=1406.508s, table=0, n_packets=1332, n_bytes=182927, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s15,0x10000c95e80f5,0,40000,1406.508,1332,182927,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000c95e80f5, duration=1406.508s, table=0, n_packets=1332, n_bytes=182927, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s15,0x10000a0c15a2a,0,40000,1406.508,735,30870,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000a0c15a2a, duration=1406.508s, table=0, n_packets=735, n_bytes=30870, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s15,0x10000ed5bf966,0,5,1406.508,75,6462,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000ed5bf966, duration=1406.508s, table=0, n_packets=75, n_bytes=6462, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s16,0x100006eaf6901,0,40000,1406.684,1654,69468,arp,"CONTROLLER:65535,clear_actions","cookie=0x100006eaf6901, duration=1406.684s, table=0, n_packets=1654, n_bytes=69468, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s16,0x100007a0375c5,0,40000,1406.684,2227,306429,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100007a0375c5, duration=1406.684s, table=0, n_packets=2227, n_bytes=306429, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s16,0x10000693dc3c2,0,5,1406.684,70,5612,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000693dc3c2, duration=1406.684s, table=0, n_packets=70, n_bytes=5612, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s16,0x1000001206a8c,0,40000,1406.684,2227,306429,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000001206a8c, duration=1406.684s, table=0, n_packets=2227, n_bytes=306429, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s17,0x100008b194e2c,0,5,1406.281,42,3732,ip,"CONTROLLER:65535,clear_actions","cookie=0x100008b194e2c, duration=1406.281s, table=0, n_packets=42, n_bytes=3732, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s17,0x1000042ef5f9b,0,40000,1406.281,2647,364843,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000042ef5f9b, duration=1406.281s, table=0, n_packets=2647, n_bytes=364843, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s17,0x100002372f8e2,0,40000,1406.281,1654,69468,arp,"CONTROLLER:65535,clear_actions","cookie=0x100002372f8e2, duration=1406.281s, table=0, n_packets=1654, n_bytes=69468, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s17,0x10000061d9e8c,0,40000,1406.281,2647,364843,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000061d9e8c, duration=1406.281s, table=0, n_packets=2647, n_bytes=364843, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s18,0x10000d7c49beb,0,40000,1406.180,1776,244192,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000d7c49beb, duration=1406.180s, table=0, n_packets=1776, n_bytes=244192, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s18,0x10000a0cc6da0,0,40000,1406.179,390,16380,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000a0cc6da0, duration=1406.179s, table=0, n_packets=390, n_bytes=16380, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s18,0x100008b11e18d,0,40000,1406.179,1776,244192,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100008b11e18d, duration=1406.179s, table=0, n_packets=1776, n_bytes=244192, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s18,0x10000b21eb56f,0,5,1406.179,60,4920,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000b21eb56f, duration=1406.179s, table=0, n_packets=60, n_bytes=4920, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s19,0x1000086aff799,0,40000,1406.037,1296,54432,arp,"CONTROLLER:65535,clear_actions","cookie=0x1000086aff799, duration=1406.037s, table=0, n_packets=1296, n_bytes=54432, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s19,0x10000e623b23b,0,40000,1406.037,1327,182242,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000e623b23b, duration=1406.037s, table=0, n_packets=1327, n_bytes=182242, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s19,0x1000075c3a8c6,0,40000,1406.037,1327,182242,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000075c3a8c6, duration=1406.037s, table=0, n_packets=1327, n_bytes=182242, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s19,0x1000096fe2064,0,5,1406.037,240,21912,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000096fe2064, duration=1406.037s, table=0, n_packets=240, n_bytes=21912, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s23,0x100000b155ab8,0,40000,1406.147,2214,304639,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100000b155ab8, duration=1406.147s, table=0, n_packets=2214, n_bytes=304639, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s23,0x10000e12452a1,0,40000,1406.147,1660,69720,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000e12452a1, duration=1406.147s, table=0, n_packets=1660, n_bytes=69720, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s23,0x10000c9708748,0,40000,1406.147,2214,304639,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000c9708748, duration=1406.147s, table=0, n_packets=2214, n_bytes=304639, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s23,0x1000010b772ee,0,5,1406.147,124,9744,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000010b772ee, duration=1406.147s, table=0, n_packets=124, n_bytes=9744, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s22,0x1000014630975,0,5,1406.246,8,784,ip,"CONTROLLER:65535,clear_actions","cookie=0x1000014630975, duration=1406.246s, table=0, n_packets=8, n_bytes=784, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s22,0x1000067b644cf,0,40000,1406.246,1325,182850,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x1000067b644cf, duration=1406.246s, table=0, n_packets=1325, n_bytes=182850, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s22,0x100000a0c4527,0,40000,1406.246,1325,182850,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100000a0c4527, duration=1406.246s, table=0, n_packets=1325, n_bytes=182850, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s22,0x10000a3857ac5,0,40000,1406.246,967,40614,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000a3857ac5, duration=1406.246s, table=0, n_packets=967, n_bytes=40614, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s21,0x100007b5d0a73,0,40000,1406.371,1333,183503,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x100007b5d0a73, duration=1406.371s, table=0, n_packets=1333, n_bytes=183503, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s21,0x100002e59fc21,0,40000,1406.371,1333,183503,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x100002e59fc21, duration=1406.371s, table=0, n_packets=1333, n_bytes=183503, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s21,0x10000f109afe2,0,5,1406.371,102,9028,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000f109afe2, duration=1406.371s, table=0, n_packets=102, n_bytes=9028, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s21,0x100006c518465,0,40000,1406.371,1083,45486,arp,"CONTROLLER:65535,clear_actions","cookie=0x100006c518465, duration=1406.371s, table=0, n_packets=1083, n_bytes=45486, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s20,0x10000d6e9cd66,0,40000,1406.541,397,16674,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000d6e9cd66, duration=1406.541s, table=0, n_packets=397, n_bytes=16674, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
3,s20,0x10000b1876a3e,0,40000,1406.541,905,123985,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000b1876a3e, duration=1406.541s, table=0, n_packets=905, n_bytes=123985, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
3,s20,0x100005eae1f52,0,5,1406.541,38,3556,ip,"CONTROLLER:65535,clear_actions","cookie=0x100005eae1f52, duration=1406.541s, table=0, n_packets=38, n_bytes=3556, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s20,0x1000047229eef,0,40000,1406.541,905,123985,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x1000047229eef, duration=1406.541s, table=0, n_packets=905, n_bytes=123985, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s24,0x10000fb79f239,0,5,1406.199,36,3048,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000fb79f239, duration=1406.199s, table=0, n_packets=36, n_bytes=3048, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
3,s24,0x10000e8f5957c,0,40000,1406.199,2649,364670,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000e8f5957c, duration=1406.199s, table=0, n_packets=2649, n_bytes=364670, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
3,s24,0x10000fca1ec48,0,40000,1406.199,2649,364670,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000fca1ec48, duration=1406.199s, table=0, n_packets=2649, n_bytes=364670, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
