frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1764691592.761374000","74","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0002","0",,,,
"1764691592.761422000","74","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0012","0",,,,
"1764691592.763835000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.764569000","372","192.168.0.2","192.168.0.1",,,"HTTP/JSON","50826","80","0x0018","0",,,,
"1764691592.764608000","66","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0010","0",,,,
"1764691592.764935000","287","192.168.0.1","192.168.0.2",,,"HTTP/JSON","80","50826","0x0018","0",,,,
"1764691592.766034000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.766710000","251","192.168.0.2","192.168.0.1",,,"HTTP","50826","80","0x0018","0",,,,
"1764691592.769970000","4162","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770068000","7306","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770094000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770126000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.770145000","8754","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770400000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.770415000","18890","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770429000","4410","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770432000","14546","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770784000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.770802000","17442","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770816000","17234","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.770931000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.770947000","7250","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.771087000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.771106000","7570","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.771354000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.771370000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.771375000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.771744000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.771758000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.771771000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.771775000","29026","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772010000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.772024000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772027000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772031000","29026","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772259000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.772272000","2962","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772284000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772540000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.772553000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772556000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.772835000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.772839000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.772850000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.773056000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.773069000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.773073000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.773332000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.773336000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.773350000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.773602000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.773615000","31922","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.773865000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.774122000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.774135000","63778","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.774407000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.774672000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.774684000","63778","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.775076000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.775189000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.775202000","35107","192.168.0.1","192.168.0.2",,,"HTTP","80","50826","0x0018","0",,,,
"1764691592.775487000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.778837000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.780169000","254","192.168.0.2","192.168.0.1",,,"HTTP","50826","80","0x0018","0",,,,
"1764691592.813916000","4162","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814059000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.814086000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814169000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814220000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814296000","44954","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814483000","4410","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814819000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.814833000","60882","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.814847000","8754","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.815379000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.815400000","56538","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.815884000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.815897000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.816232000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.816352000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.816368000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.816941000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.816957000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.817299000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.817320000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.818426000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.818447000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.818578000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.818598000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.819109000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.819134000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.819589000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.819603000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.820137000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.820156000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.820697000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.820717000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.821738000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.821751000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.821835000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.821848000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.823284000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.823301000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.823312000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.823477000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.823695000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.823853000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.823867000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.823873000","42058","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.829092000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.829110000","23234","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.829114000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.829116000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.829245000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.829247000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.829257000","34818","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.830380000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.830395000","30474","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.830517000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.830527000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.830530000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.831033000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.831047000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.831611000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.831623000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.831905000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.840882000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.840905000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.840909000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.841002000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.841005000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.841089000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.841094000","23234","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.841689000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.841704000","42058","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.841709000","26130","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.842210000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.842223000","39162","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.842228000","29026","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.847699000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.847721000","36266","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.847737000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.847739000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.847842000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.847845000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.848073000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.848180000","10202","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.848287000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.848422000","39162","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.848859000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.848877000","15994","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.848883000","52194","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.849410000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.849427000","13098","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.849904000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.849930000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.858729000","57986","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859285000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.859311000","7306","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859314000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859316000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859377000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859380000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859492000","65226","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859510000","10202","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859632000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.859646000","55090","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.859652000","13098","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.860138000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
"1764691592.860157000","52194","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.860186000","15994","192.168.0.1","192.168.0.2",,,"TCP","80","50826","0x0018","0",,,,
"1764691592.860715000","66","192.168.0.2","192.168.0.1",,,"TCP","50826","80","0x0010","0",,,,
