switch,cookie,table,priority,duration_s,n_packets,n_bytes,match_raw,actions_raw,flow_raw
s17,0x10000a59b535f,0,40000,106.080,136,18744,dl_type=0x88cc,"CONTROLLER:65535,clear_actions","cookie=0x10000a59b535f, duration=106.080s, table=0, n_packets=136, n_bytes=18744, send_flow_rem priority=40000,dl_type=0x88cc actions=CONTROLLER:65535,clear_actions"
s17,0x10000ec3486cc,0,40000,106.080,170,7140,arp,"CONTROLLER:65535,clear_actions","cookie=0x10000ec3486cc, duration=106.080s, table=0, n_packets=170, n_bytes=7140, send_flow_rem priority=40000,arp actions=CONTROLLER:65535,clear_actions"
s17,0x10000b1d6e6e9,0,5,106.080,16,1568,ip,"CONTROLLER:65535,clear_actions","cookie=0x10000b1d6e6e9, duration=106.080s, table=0, n_packets=16, n_bytes=1568, send_flow_rem priority=5,ip actions=CONTROLLER:65535,clear_actions"
s17,0x10000869a16f7,0,40000,106.080,136,18744,dl_type=0x8942,"CONTROLLER:65535,clear_actions","cookie=0x10000869a16f7, duration=106.080s, table=0, n_packets=136, n_bytes=18744, send_flow_rem priority=40000,dl_type=0x8942 actions=CONTROLLER:65535,clear_actions"
s17,0x210000cac10aa6,0,10,3.169,0,0,"in_port=1,dl_src=02:b3:81:d9:58:54,dl_dst=0a:5d:b0:51:a7:84",output:5,"cookie=0x210000cac10aa6, duration=3.169s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=1,dl_src=02:b3:81:d9:58:54,dl_dst=0a:5d:b0:51:a7:84 actions=output:5"
s17,0x210000f9c4198f,0,10,3.147,0,0,"in_port=2,dl_src=ae:8e:74:7b:6f:5f,dl_dst=0a:5d:b0:51:a7:84",output:5,"cookie=0x210000f9c4198f, duration=3.147s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=2,dl_src=ae:8e:74:7b:6f:5f,dl_dst=0a:5d:b0:51:a7:84 actions=output:5"
s17,0x210000d5799a57,0,10,3.133,0,0,"in_port=7,dl_src=e6:db:c8:2c:88:68,dl_dst=0a:5d:b0:51:a7:84",output:5,"cookie=0x210000d5799a57, duration=3.133s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=7,dl_src=e6:db:c8:2c:88:68,dl_dst=0a:5d:b0:51:a7:84 actions=output:5"
s17,0x21000092873e1b,0,10,3.131,0,0,"in_port=1,dl_src=ba:49:99:a5:c2:bd,dl_dst=0a:5d:b0:51:a7:84",output:5,"cookie=0x21000092873e1b, duration=3.131s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=1,dl_src=ba:49:99:a5:c2:bd,dl_dst=0a:5d:b0:51:a7:84 actions=output:5"
s17,0x210000dd7f6b52,0,10,3.127,0,0,"in_port=5,dl_src=0a:5d:b0:51:a7:84,dl_dst=22:93:a9:07:58:6e",output:6,"cookie=0x210000dd7f6b52, duration=3.127s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=5,dl_src=0a:5d:b0:51:a7:84,dl_dst=22:93:a9:07:58:6e actions=output:6"
s17,0x21000000611e37,0,10,3.102,0,0,"in_port=6,dl_src=a2:8b:5f:22:38:58,dl_dst=0a:5d:b0:51:a7:84",output:5,"cookie=0x21000000611e37, duration=3.102s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=6,dl_src=a2:8b:5f:22:38:58,dl_dst=0a:5d:b0:51:a7:84 actions=output:5"
s17,0x2100002e98b432,0,10,3.082,0,0,"in_port=6,dl_src=22:3f:13:00:5d:e6,dl_dst=0a:5d:b0:51:a7:84",output:5,"cookie=0x2100002e98b432, duration=3.082s, table=0, n_packets=0, n_bytes=0, send_flow_rem priority=10,in_port=6,dl_src=22:3f:13:00:5d:e6,dl_dst=0a:5d:b0:51:a7:84 actions=output:5"
