switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s18,4,0,0,0,0,10,796,0,0
s18,1,70,9016,4,0,68,8742,0,0
s18,5,8,656,0,0,24,2880,0,0
s18,2,66,8468,4,0,64,8194,0,0
s18,3,55,7074,0,0,54,6868,0,0
