snapshot_idx,interface,frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
1,s0ds0,1767643402.590155000,74,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0002,0,,,,
1,s0ds0,1767643402.590287000,74,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0012,0,,,,
1,s0ds0,1767643402.596990000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.598124000,372,192.168.0.21,192.168.0.1,,,HTTP/JSON,52394,80,0x0018,0,,,,
1,s0ds0,1767643402.598159000,66,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0010,0,,,,
1,s0ds0,1767643402.598692000,288,192.168.0.1,192.168.0.21,,,HTTP/JSON,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.630322000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.630852000,251,192.168.0.21,192.168.0.1,,,HTTP,52394,80,0x0018,0,,,,
1,s0ds0,1767643402.634936000,2962,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635008000,1266,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635059000,2962,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635093000,2962,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635110000,2962,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635132000,1514,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0010,0,,,,
1,s0ds0,1767643402.635595000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.635612000,5858,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635624000,5858,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635667000,5858,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635671000,5858,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635705000,5858,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635937000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.635951000,2962,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635955000,14546,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.635957000,14546,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.636029000,2962,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.636123000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.636593000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.637673000,26130,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.637728000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.637751000,26130,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.637804000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.637812000,5858,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.637842000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.637864000,6274,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.637890000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.637942000,31922,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.637987000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.637996000,31922,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.638057000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.638065000,14514,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.638101000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.638111000,17474,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
1,s0ds0,1767643402.638140000,66,192.168.0.21,192.168.0.1,,,TCP,52394,80,0x0010,0,,,,
1,s0ds0,1767643402.638147000,31922,192.168.0.1,192.168.0.21,,,TCP,80,52394,0x0018,0,,,,
