frame.time_epoch,frame.len,ip.src,ip.dst,ipv6.src,ipv6.dst,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.flags,tcp.stream,icmp.type,icmp.code,icmpv6.type,icmpv6.code
"1765235527.917415000","74","192.168.0.32","192.168.0.4",,,"TCP","58222","80","0x0002","0",,,,
"1765235527.944511000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235527.944617000","74","192.168.0.3","192.168.0.24",,,"TCP","80","58512","0x0012","1",,,,
"1765235527.945336000","74","192.168.0.25","192.168.0.3",,,"TCP","53506","80","0x0002","2",,,,
"1765235527.945444000","74","192.168.0.3","192.168.0.25",,,"TCP","80","53506","0x0012","2",,,,
"1765235527.945956000","74","192.168.0.30","192.168.0.4",,,"TCP","39190","80","0x0002","3",,,,
"1765235527.952887000","74","192.168.0.29","192.168.0.3",,,"TCP","42664","80","0x0002","4",,,,
"1765235527.953052000","74","192.168.0.3","192.168.0.29",,,"TCP","80","42664","0x0012","4",,,,
"1765235527.965165000","66","192.168.0.32","192.168.0.4",,,"TCP","58222","80","0x0010","0",,,,
"1765235527.965423000","372","192.168.0.32","192.168.0.4",,,"HTTP/JSON","58222","80","0x0018","0",,,,
"1765235527.981556000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235527.981601000","74","192.168.0.3","192.168.0.24",,,"TCP","80","58512","0x0012","1",,,,
"1765235528.010324000","66","192.168.0.29","192.168.0.3",,,"TCP","42664","80","0x0010","4",,,,
"1765235528.024304000","372","192.168.0.29","192.168.0.3",,,"HTTP/JSON","42664","80","0x0018","4",,,,
"1765235528.024346000","66","192.168.0.3","192.168.0.29",,,"TCP","80","42664","0x0010","4",,,,
"1765235528.024959000","288","192.168.0.3","192.168.0.29",,,"HTTP/JSON","80","42664","0x0018","4",,,,
"1765235528.051778000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235528.052273000","74","192.168.0.25","192.168.0.3",,,"TCP","53506","80","0x0002","2",,,,
"1765235528.052300000","74","192.168.0.3","192.168.0.25",,,"TCP","80","53506","0x0012","2",,,,
"1765235528.054512000","74","192.168.0.25","192.168.0.3",,,"TCP","53506","80","0x0002","2",,,,
"1765235528.071396000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235528.071472000","74","192.168.0.25","192.168.0.3",,,"TCP","53506","80","0x0002","2",,,,
"1765235528.122908000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235528.123351000","74","192.168.0.25","192.168.0.3",,,"TCP","53506","80","0x0002","2",,,,
"1765235528.137209000","74","192.168.0.106","192.168.0.3",,,"TCP","36414","80","0x0002","5",,,,
"1765235528.137365000","74","192.168.0.3","192.168.0.106",,,"TCP","80","36414","0x0012","5",,,,
"1765235528.137481000","74","192.168.0.6","192.168.0.3",,,"TCP","44132","80","0x0002","6",,,,
"1765235528.137572000","74","192.168.0.3","192.168.0.6",,,"TCP","80","44132","0x0012","6",,,,
"1765235528.137676000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235528.137748000","74","192.168.0.25","192.168.0.3",,,"TCP","53506","80","0x0002","2",,,,
"1765235528.150331000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
"1765235528.152479000","74","192.168.0.24","192.168.0.3",,,"TCP","58512","80","0x0002","1",,,,
