switch,port_no,rx_pkts,rx_bytes,rx_drop,rx_errs,tx_pkts,tx_bytes,tx_drop,tx_errs
s12,13,2238,184097,0,0,9847,407034602,0,0
s12,11,2067,172862,0,0,10023,411622828,0,0
s12,10,2016,169403,0,0,9752,416688658,0,0
s12,8,482,13528,0,0,14,1076,0,0
s12,9,2080,173638,0,0,10080,418796016,0,0
s12,5,8933,788318,0,0,47161,2199564482,0,0
s12,12,2043,171174,0,0,9546,401590764,0,0
s12,14,2167,179396,0,0,10050,411364552,0,0
s12,1,3692,352306,4,0,11846,487329525,0,0
s12,4,90948,4434842874,0,0,27920,2350529,0,0
s12,6,34738,830603757,4,0,25594,1218428301,0,0
s12,7,4410,408414,4,0,34392,1590848019,0,0
s12,2,9399,820593,4,0,38364,1644203043,0,0
s12,3,101475,4849725646,0,0,24674,95373458,0,0
